Status;Life expectancy ;Adult Mortality;infant deaths;Alcohol;percentage expenditure;Hepatitis B;Measles ; BMI ;Year;=COEF.DE.CORREL(B2:B2721,C2:C2721);
Developing;74;15;1;3,63;194,092569;97;0;47,2;2006;;
Developing;73,5;161;1;3,59;16,97511622;99;0;46,3;2005;;
Developing;73,3;165;1;3,67;192,3226305;98;0;45,4;2004;;
Developing;73,1;166;1;3,48;155,5884677;36;0;44,5;2003;;
Developing;73;167;1;3,76;211,1143318;;0;43,5;2002;;
Developing;72,7;171;1;3,89;160,2382416;;0;42,5;2001;;
Developing;72,6;171;1;3,46;24,82762854;;0;41,6;2000;;
Developed;83,5;57;2;0,01;88,83362243;;462;28,6;2014;;
Developed;83,5;56;2;7,55;94,43428615;;229;28,2;2013;;
Developed;83,3;58;2;7,39;121,5869163;;228;27,8;2012;;
Developed;82,5;64;3;7,39;9498,729062;;434;27,4;2011;;
Developed;83;62;3;6,9;863,0061491;;450;26,9;2010;;
Developed;83;64;3;7,09;899,1785285;;741;26,4;2009;;
Developed;82,7;66;3;7,11;7313,175418;;11015;25,9;2008;;
Developed;82,6;67;3;7,29;6599,995239;;0;25,4;2007;;
Developed;82,4;68;3;7,49;6502,136974;;520;24,9;2006;;
Developed;82;69;3;7,99;6799,664423;;0;24,4;2005;;
Developed;82,1;68;3;7,7;6746,281299;;8752;23,8;2004;;
Developed;81,9;7;3;7,83;578,7254273;;8286;23,4;2003;;
Developed;81,8;7;3;7,87;5250,249188;;33812;22,9;2002;;
Developed;81,5;72;4;8,03;5486,51208;;22552;22,5;2001;;
Developed;81,1;74;4;7,97;5926,296654;;22497;22,2;2000;;
Developing;74;113;4;0,41;63,8784522;98;20;64,8;2014;;
Developing;73,9;114;4;0,4;546,6235156;98;120;64;2013;;
Developing;73,7;115;4;0,41;67,70171064;98;3;63,2;2012;;
Developing;73,6;116;4;0,43;68,86623298;98;0;62,4;2011;;
Developing;73,4;117;4;0,51;715,9709092;98;0;61,7;2010;;
Developing;73,3;118;4;0,59;668,7447334;98;0;6,9;2009;;
Developing;73,1;119;4;0,61;535,2786404;97;2;6,1;2008;;
Developing;73;12;4;0,6;373,2628643;98;41;59,3;2007;;
Developing;72,8;121;4;0,59;313,3626015;98;1;58,6;2006;;
Developing;72,4;127;4;0,55;27,44252286;95;28;57,8;2005;;
Developing;72,5;125;4;0,54;32,52523612;95;21;57;2004;;
Developing;72,3;127;4;0,54;228,7838108;97;76;56,3;2003;;
Developing;72,1;129;4;0,54;259,1572375;95;19;55,5;2002;;
Developing;71,9;131;4;0,55;248,697463;97;61;54,8;2001;;
Developing;71,7;133;4;0,49;227,296617;93;32;54;2000;;
Developing;69,9;22;5;6,29;24,44473709;95;321;52,3;2014;;
Developing;69,5;28;5;6,48;26,4072659;99;73;51,4;2013;;
Developing;69,1;214;6;6,82;235,3566066;95;55;5,6;2012;;
Developing;68,5;224;7;6,63;179,170133;99;127;49,9;2011;;
Developing;67,8;236;7;6,83;11,1516268;99;4;49,2;2010;;
Developing;67,8;235;7;6,64;808,243302;99;0;48,5;2009;;
Developing;66,6;258;8;7,6;708,3285785;99;20;47,9;2008;;
Developing;65,3;288;8;7,44;499,730412;94;13;47,3;2007;;
Developing;65;295;8;7,08;76,19868936;99;109;46,8;2006;;
Developing;64,6;294;8;6,94;351,8603267;94;16118;46,3;2005;;
Developing;64,7;287;8;6,55;33,91660183;99;2204;45,8;2004;;
Developing;64,4;282;8;6,58;23,43400762;99;24;45,3;2003;;
Developing;64,7;276;8;5,99;145,1022528;95;18;44,8;2002;;
Developing;64,4;284;8;5,75;12,60883976;95;94;44,4;2001;;
Developing;63,9;292;9;6;112,541157;99;245;43,9;2000;;
Developing;62,9;255;56;0,01;170,9626624;92;354;21,3;2014;;
Developing;62,6;258;58;1,84;165,9304977;93;190;2,7;2013;;
Developing;62,1;263;59;1,81;154,2269697;94;0;2,1;2012;;
Developing;61,2;278;60;1,8;109,7051836;96;2395;19,5;2011;;
Developing;63;294;61;1,73;56,58984221;9;95;18,9;2010;;
Developing;59,1;317;62;1,86;7,146851404;88;1218;18,4;2009;;
Developing;57,9;339;64;1,71;60,5153506;88;1282;17,9;2008;;
Developing;56,8;356;66;1,97;59,83361364;81;1516;17,3;2007;;
Developing;55,3;388;68;1,76;52,60385429;8;1847;16,9;2006;;
Developing;54,1;412;70;1,82;39,55677502;76;153;16,4;2005;;
Developing;53;432;72;1,43;36,29775249;73;20;15,9;2004;;
Developing;52,4;437;74;1,49;35,85204668;73;65;15,5;2003;;
Developing;52,1;437;76;1,66;32,73674134;84;766;15,1;2002;;
Developing;51,9;434;77;1,63;3,847602867;;11304;14,7;2001;;
Developing;51,9;428;77;1,51;0,681685555;;21002;14,4;2000;;
Developing;66,1;2;0;0,01;97,87193319;75;0;77,1;2014;;
Developing;65,8;22;0;0,01;137,2591943;95;0;76,7;2013;;
Developing;65,7;24;0;0,01;147,4549755;94;0;76,2;2012;;
Developing;65,5;26;0;0,53;30,46703899;95;0;75,7;2011;;
Developing;65,3;27;0;0,48;18,21661422;91;0;75,2;2010;;
Developing;65,2;28;0;0,54;162,2903711;86;0;74,6;2009;;
Developing;65,1;21;0;0,46;167,6201552;83;0;74,1;2008;;
Developing;65;211;0;0,68;188,7108773;96;0;73,4;2007;;
Developing;65;212;0;0,76;18,19457876;88;0;72,8;2006;;
Developing;64,9;213;0;0,6;111,7392134;5;0;72,1;2005;;
Developing;64,8;214;0;0,48;10,6242741;67;0;71,4;2004;;
Developing;64,7;215;0;0,5;1,76541345;73;0;7,6;2003;;
Developing;64,6;217;0;0,49;70,75572222;79;0;69,7;2002;;
Developing;64,3;219;0;0,6;59,97185848;85;0;68,8;2001;;
Developing;64,1;222;0;0,46;11,07543331;9;0;67,9;2000;;
Developing;74,6;82;0;0,01;2480,896965;96;55;7,8;2014;;
Developing;74,5;83;1;0,01;2792,677582;99;62;7,2;2013;;
Developing;74,3;84;1;0,01;2957,973963;98;27;69,5;2012;;
Developing;74,2;85;1;0,02;2785,097712;99;32;69;2011;;
Developing;74;86;1;0,01;2009,575605;99;13;68,4;2010;;
Developing;73,9;87;1;0,1;3001,628237;99;0;67,9;2009;;
Developing;73,8;88;1;0,03;2078,392748;99;0;67,5;2008;;
Developing;73,7;89;1;0,03;2555,303869;99;0;67,1;2007;;
Developing;73,6;89;1;0,01;2443,444275;99;0;66,7;2006;;
Developing;73,6;9;0;0,01;239,5751391;99;10;66,3;2005;;
Developing;73,5;91;0;0,02;1731,073528;94;23;65,9;2004;;
Developing;73,4;93;0;0,03;159,0098727;99;0;65,5;2003;;
Developing;73,3;94;0;0,01;1209,680547;99;0;65;2002;;
Developing;73,2;95;0;0,01;113,1997845;99;0;64,5;2001;;
Developing;73,2;96;0;0,01;959,925862;95;6;64;2000;;
Developing;78;17;3;0,01;0;96;318;43,9;2014;;
Developing;77;174;3;0,01;0;97;1;43;2013;;
Developing;69,9;18;3;0,01;0;96;0;42,2;2012;;
Developing;69,4;188;4;3,28;0;96;222;41,4;2011;;
Developing;68,8;199;4;2,73;0;96;0;4,7;2010;;
Developing;68,5;21;4;2,39;0;96;1;4,1;2009;;
Developing;67,6;217;4;2,53;0;97;16;39,5;2008;;
Developing;67,2;229;4;2,77;0;94;40;39;2007;;
Developing;66,7;234;4;2,48;0;9;27;38,5;2006;;
Developing;66,9;224;4;2,81;0;97;53;38;2005;;
Developing;67,1;218;4;3,41;0;99;8;37,5;2004;;
Developing;66,6;217;4;3,52;0;99;6;37;2003;;
Developing;66,7;215;4;3,31;0;99;2;36,5;2002;;
Developing;67,2;217;4;2,62;0;57;17;36;2001;;
Developing;66,6;225;4;2,13;0;44;16;35,6;2000;;
Developing;65,3;199;8;0,01;0;88;339;2,9;2014;;
Developing;64,9;23;9;0,01;0;87;71;2,1;2013;;
Developing;64,4;28;9;0,01;0;79;32;19,4;2012;;
Developing;64;213;9;5,39;0;78;113;18,7;2011;;
Developing;63,6;218;10;5,95;0;74;153;18;2010;;
Developing;63,1;223;10;5,18;0;67;78;17,3;2009;;
Developing;62,6;228;10;5,1;0;61;174;16,7;2008;;
Developing;62,1;234;11;5;0;5;1678;16,1;2007;;
Developing;61,5;24;11;3,69;0;57;58;15,5;2006;;
Developing;61;246;11;3,68;0;49;295;14,9;2005;;
Developing;64;252;12;3,53;0;45;1491;14,4;2004;;
Developing;59,8;259;12;3,41;0;5;1810;13,8;2003;;
Developing;59,3;265;13;3,33;0;;2070;13,3;2002;;
Developing;58,7;271;13;3,13;0;;94;12,7;2001;;
Developing;58,1;278;14;5,16;0;;332;12,3;2000;;
Developed;74,4;156;0;0,01;1542,635979;92;36;6,7;2014;;
Developed;74,1;161;0;10,37;150,3116884;94;0;6,2;2013;;
Developed;73,8;163;0;10,21;1356,022164;9;3;59,8;2012;;
Developed;73,6;169;0;10,14;24,70841046;89;1;59,4;2011;;
Developed;72,8;18;0;9,8;1109,969508;91;0;58,9;2010;;
Developed;72,6;184;0;9,85;1137,6237;92;0;58,5;2009;;
Developed;71,9;199;0;11,84;253,4022338;93;3;58,1;2008;;
Developed;78;221;0;12,12;170,9884138;91;0;57,7;2007;;
Developed;75;229;0;10,4;1099,248837;94;7;57,4;2006;;
Developed;76;216;0;9,92;86,9255399;99;2;57;2005;;
Developed;71;26;0;8,81;80,0328375;98;0;56,6;2004;;
Developed;78;29;0;8,24;478,0644911;98;0;56,3;2003;;
Developed;73;219;0;7,44;376,4570185;98;0;56;2002;;
Developed;69,9;228;0;6,68;332,2751709;96;1;55,7;2001;;
Developed;71;218;0;7,13;291,0170765;95;0;55,4;2000;;
Developing;74,8;99;1;1,32;140,3771361;81;112;65,4;2014;;
Developing;74,9;97;1;1,29;14,55610463;81;1761;64,9;2013;;
Developing;75;93;1;1,53;151,1526829;81;9;64,4;2012;;
Developing;75;93;1;1,57;835,0626827;81;9;64;2011;;
Developing;74,9;94;1;1,58;805,3956346;81;12;63,5;2010;;
Developing;74,7;95;1;1,62;8,140373615;81;22;63;2009;;
Developing;74,5;98;1;1,67;69,13924862;81;24;62,5;2008;;
Developing;74,4;98;1;1,72;8,906931168;8;373;61,9;2007;;
Developing;74,1;1;1;1,82;534,5795695;78;956;61,4;2006;;
Developing;73,9;11;1;1,94;630,0540723;77;618;6,8;2005;;
Developing;73,7;13;1;2,1;618,3614858;75;213;6,2;2004;;
Developing;73,5;15;1;2,19;527,9176618;74;526;59,7;2003;;
Developing;73,2;17;1;1,98;70,13207838;77;36;59,1;2002;;
Developing;73;11;1;2,19;510,6035166;8;8;58,6;2001;;
Developing;72,7;112;1;2,26;404,3879434;83;5;57,9;2000;;
Developing;52,1;522;4;0,01;162,1278115;93;0;32;2014;;
Developing;52,1;518;4;0,01;153,3443147;93;516;31,4;2013;;
Developing;52,2;513;4;0,01;168,1348992;95;179;3,8;2012;;
Developing;52,3;52;4;2,39;195,825251;96;172;3,2;2011;;
Developing;51,1;527;4;2,71;154,8705998;93;2488;29,7;2010;;
Developing;49,4;566;4;2,75;104,3144732;91;0;29,2;2009;;
Developing;47,8;592;5;2,75;91,85432774;88;0;28,8;2008;;
Developing;46,2;633;4;2,69;9,18432717;9;2;28,3;2007;;
Developing;45,3;654;5;2,61;71,15577609;91;1;27,9;2006;;
Developing;44,5;675;5;2,67;57,90369752;87;0;27,4;2005;;
Developing;44,8;666;5;1,8;67,91361818;6;31;26,9;2004;;
Developing;45,5;648;5;1,99;5,300902041;17;1;26,4;2003;;
Developing;46,4;622;5;2,95;3,53457351;;0;25,9;2002;;
Developing;47,8;586;5;2,86;38,57187011;;217;25,4;2001;;
Developing;49,3;543;5;3,1;29,86616464;;660;24,9;2000;;
Developing;58,1;329;8;0,01;54,37396957;5;34;26,7;2014;;
Developing;61,1;258;9;0,01;45,04892458;76;0;26,1;2013;;
Developing;67;261;9;0,01;48,09891474;8;43;25,6;2012;;
Developing;62;266;9;3,72;60,44658161;77;279;25;2011;;
Developing;59,7;272;9;3,64;41,91052416;47;2200;24,5;2010;;
Developing;59,2;277;10;3,75;5,592170255;64;6;24;2009;;
Developing;58,6;281;10;3,88;40,03344077;64;1;23,4;2008;;
Developing;57,9;286;10;4,03;3,686899287;;1;22,9;2007;;
Developing;56,7;32;11;4,05;15,79934152;;20;22,4;2006;;
Developing;55,3;316;12;4,19;22,39648813;;8;22;2005;;
Developing;54;329;12;4,24;17,85870796;;4;21,5;2004;;
Developing;50;42;13;4,21;9,758449266;;142;21,1;2003;;
Developing;56;371;13;4,27;10,424369;;131;2,7;2002;;
Developing;51,5;333;14;4,4;16,72142854;;1379;2,4;2001;;
Developing;51,9;39;14;4,46;12,19709744;;5977;2,2;2000;;
Developing;72,4;143;2;0,01;0;94;372;63,8;2014;;
Developing;72,9;134;2;0,01;0;96;0;62,8;2013;;
Developing;72,9;133;2;0,01;0;98;320;61,8;2012;;
Developing;71,3;161;2;0,01;36,11567366;98;0;6,9;2011;;
Developing;72,8;132;2;0,01;52,50394196;98;0;59,9;2010;;
Developing;72,7;132;2;0,01;63,55170297;98;329;59;2009;;
Developing;72,6;132;2;0,01;532,6700005;98;8;58,2;2008;;
Developing;72,5;132;2;0,01;54,8789106;98;59;57,4;2007;;
Developing;72,2;134;2;0,01;493,415341;98;1;56,7;2006;;
Developing;71,9;138;2;0,01;472,3047034;97;292;56;2005;;
Developing;71,5;141;2;0,01;31,80653288;99;2771;55,3;2004;;
Developing;71,3;144;3;0,01;295,1166511;96;0;54,6;2003;;
Developing;71,1;146;3;0,01;29,13434871;91;3890;54;2002;;
Developing;71;147;3;0,01;362,3817951;93;633;53,4;2001;;
Developing;78;148;3;0,01;457,3202236;92;0;52,8;2000;;
Developed;73,4;169;0;15,19;2211,744178;94;11;61,9;2014;;
Developed;73;178;0;15,04;1968,816817;93;35;61,4;2013;;
Developed;73;176;0;15,14;1807,071336;93;0;6,9;2012;;
Developed;72,8;18;0;12,66;1758,822757;95;7;6,5;2011;;
Developed;72,4;188;0;12,9;1423,802386;94;2;6;2010;;
Developed;72,2;192;0;12,4;1446,529217;95;0;59,7;2009;;
Developed;71,1;224;0;13,3;1888,149904;96;1;59,3;2008;;
Developed;72;24;0;13,4;1581,511914;96;0;59;2007;;
Developed;76;229;0;12,7;116,504961;95;1;58,7;2006;;
Developed;78;222;0;12,3;913,699529;95;1;58,4;2005;;
Developed;71,6;24;0;12,1;76,36187737;94;1;58,1;2004;;
Developed;71,6;22;0;11,29;80,99710054;95;1;57,8;2003;;
Developed;71,4;22;0;11;561,9168642;94;103;57,5;2002;;
Developed;71,2;21;0;10,2;42,87208671;95;7;57,2;2001;;
Developed;71,6;2;0;9,87;373,2605532;98;19;56,9;2000;;
Developed;81,7;65;0;11,12;16255,16198;94;0;6,9;2014;;
Developed;81,4;68;0;11,02;15515,75234;94;0;6,5;2013;;
Developed;81,1;7;0;11,34;2284,58215;94;2;6,1;2012;;
Developed;88;72;0;11,5;17028,52798;95;6;59,6;2011;;
Developed;86;73;0;11,36;2267,252192;94;0;59,2;2010;;
Developed;83;76;0;11,42;2052,393076;95;0;58,8;2009;;
Developed;80;8;0;11,53;18961,3486;94;1;58,4;2008;;
Developed;79,7;82;0;11,75;267,051312;87;0;57,9;2007;;
Developed;79,4;85;0;11,98;15345,4907;95;8;57,5;2006;;
Developed;78,8;9;0;11,84;1346,246697;95;0;57;2005;;
Developed;78,7;92;0;12,42;12372,05188;94;0;56,4;2004;;
Developed;78,6;92;0;12,61;10111,38928;95;1;55,8;2003;;
Developed;78,3;95;0;12,91;910,5062778;95;0;55,2;2002;;
Developed;78;96;0;12,89;7877,33656;86;0;54,6;2001;;
Developed;77,8;98;0;13,14;8246,130437;77;0;54;2000;;
Developing;65,1;225;29;0,01;5,339065673;73;3;2;2014;;
Developing;64,7;23;29;0,87;79,50882493;74;6;19,5;2013;;
Developing;64,3;235;30;0,87;59,97914461;7;2;19;2012;;
Developing;63,8;241;31;0,97;78,79967196;73;0;18,5;2011;;
Developing;63,3;248;32;1,03;76,60442169;7;1;18;2010;;
Developing;62,8;254;33;0,91;71,16601203;77;0;17,6;2009;;
Developing;62,3;259;34;0,68;6,448762615;77;3;17,1;2008;;
Developing;61,9;261;35;0,71;55,43034455;84;0;16,7;2007;;
Developing;61,4;263;36;0,68;38,41870375;82;2;16,3;2006;;
Developing;69;265;37;0,72;33,74786198;81;0;15,8;2005;;
Developing;64;267;38;0,81;23,72796328;71;35558;15,4;2004;;
Developing;59,9;268;40;0,93;37,12894787;61;62233;15;2003;;
Developing;59,3;271;41;0,9;47,5262138;51;10795;14,7;2002;;
Developing;58,7;276;42;1,05;42,56331585;;9357;14,3;2001;;
Developing;57,9;283;44;1,16;35,66125056;;35256;13,9;2000;;
Developing;57,6;377;27;0,01;59,48744893;91;3;19,2;2014;;
Developing;56,7;394;29;0,01;55,83107625;89;1;18,8;2013;;
Developing;55,3;42;31;0,01;82,76865922;96;11;18,4;2012;;
Developing;54,1;441;32;1,23;13,77617463;97;26;18;2011;;
Developing;52,9;462;35;1,08;9,728005297;93;118712;17,6;2010;;
Developing;51,5;491;36;1,16;7,915071248;93;21;17,3;2009;;
Developing;50;525;36;1,27;74,34482999;91;20;16,9;2008;;
Developing;48,5;559;37;1,18;4,269511381;87;143;16,6;2007;;
Developing;47,1;587;38;1,18;6,847033785;99;1;16,2;2006;;
Developing;46;66;39;1,04;5,670640102;93;184;15,9;2005;;
Developing;45,1;615;40;1,11;58,13583343;89;1116;15,5;2004;;
Developing;44,6;613;43;1,08;4,375316094;84;167;15,2;2003;;
Developing;44;67;46;1,1;3,885394742;64;92;14,8;2002;;
Developing;43,5;599;48;1,15;12,79760626;;150;14,4;2001;;
Developing;43,1;588;51;1,18;13,76270195;;304;14,1;2000;;
Developing;74,8;126;4;0,52;721,3655432;96;221;39,5;2014;;
Developing;74,6;128;3;0,53;110,6779711;96;195;38,5;2013;;
Developing;74,5;129;3;0,53;101,609245;97;1868;37,4;2012;;
Developing;74,3;13;3;0,51;9,23002632;96;1569;36,3;2011;;
Developing;74,1;131;3;0,49;65,56659662;96;73;35,3;2010;;
Developing;74;131;3;0,47;431,5452472;96;153;34,4;2009;;
Developing;73,8;132;3;0,47;438,4519214;97;334;33,4;2008;;
Developing;73,7;133;3;0,43;409,9812523;96;394;32,5;2007;;
Developing;73,6;134;3;0,42;365,9113978;95;564;31,6;2006;;
Developing;73,4;135;3;0,46;297,5913833;96;1407;3,7;2005;;
Developing;73,2;137;3;0,49;315,6639322;94;5729;29,8;2004;;
Developing;73,1;138;3;0,48;264,2496129;95;632;28,8;2003;;
Developing;72,9;14;4;0,49;216,7029481;95;408;27,9;2002;;
Developing;72,7;144;4;0,53;210,2417002;95;2198;27;2001;;
Developing;72,4;149;4;0,54;23,37167228;97;6187;26;2000;;
Developing;78,2;62;0;0,01;2051,748615;99;0;26,2;2014;;
Developing;77,9;64;0;0,01;1626,591186;99;0;25,1;2013;;
Developing;77,6;65;0;0,01;1259,940376;99;0;24,1;2012;;
Developing;77,3;67;0;1,92;1079,893546;96;0;23,1;2011;;
Developing;76,7;73;0;1,83;91,13971812;97;0;22,1;2010;;
Developing;76,3;75;0;1,59;100,503021;98;6;21,2;2009;;
Developing;75,9;81;0;1,76;1077,712092;98;0;2,3;2008;;
Developing;75,4;82;0;1,78;6,491488598;98;20;19,5;2007;;
Developing;75;88;0;1,62;659,8499118;98;47;18,7;2006;;
Developing;74,3;93;0;1,47;620,9518909;98;1395;18;2005;;
Developing;73,4;16;0;1,6;611,9093566;97;37;17,3;2004;;
Developing;72,7;112;0;1,75;491,4978908;98;75;16,7;2003;;
Developing;71,8;124;0;1,95;4,299053392;98;926;16,2;2002;;
Developing;78;129;0;1,98;41,30688803;98;0;15,6;2001;;
Developing;69,6;139;0;1,83;300,1621026;96;20;15,2;2000;;
Developing;57,8;272;52;0,01;46,56231672;73;290;23,2;2014;;
Developing;57,3;275;53;0,01;36,86104319;69;221;22,5;2013;;
Developing;57,2;27;53;0,01;96,5465827;66;341;21,9;2012;;
Developing;56,8;271;54;0,61;101,8113996;66;24;21,3;2011;;
Developing;56,5;273;54;0,6;9,585584394;72;1719;2,7;2010;;
Developing;56;276;55;0,59;84,63438925;71;2939;2,2;2009;;
Developing;55,5;278;55;0,57;102,1413744;74;98;19,6;2008;;
Developing;55;282;56;0,55;81,8405007;74;2;19;2007;;
Developing;54,3;288;57;0,53;67,70920683;9;128;18,5;2006;;
Developing;53,6;29;57;0,55;60,21211141;83;33;18;2005;;
Developing;52,8;296;58;0,49;57,11644801;73;172;17,5;2004;;
Developing;52;299;59;0,54;6,660451777;79;232;17;2003;;
Developing;51,2;31;60;0,53;3,67646576;;717;16,5;2002;;
Developing;55;34;60;0,51;4,395885717;;4464;16,1;2001;;
Developing;49,8;37;60;0,47;23,94507124;;1578;15,6;2000;;
Developed;81,4;55;0;8,49;409,6000248;9;0;69,2;2014;;
Developed;81,1;57;0;8,58;374,2947283;94;0;68,8;2013;;
Developed;81;58;0;7,67;343,123395;93;0;68,4;2012;;
Developed;87;59;0;6,91;3601,287457;82;3;68;2011;;
Developed;83;62;0;7,91;278,0687051;75;0;67,6;2010;;
Developed;82;63;0;7,38;335,5180568;86;1;67,1;2009;;
Developed;80;64;0;7,14;2655,573684;86;1;66,6;2008;;
Developed;79,6;65;0;7,45;2578,888314;82;2;66,1;2007;;
Developed;79,3;66;0;8,84;2380,699796;86;1;65,6;2006;;
Developed;79;67;0;6,41;2247,035692;85;6;65;2005;;
Developed;78,7;69;0;6,53;203,3157499;85;4;64,5;2004;;
Developed;78,5;71;0;6,7;1678,392773;89;4;63,9;2003;;
Developed;78,2;75;0;5,73;1552,740429;;7;63,4;2002;;
Developed;77,8;79;0;5,62;130,0150391;;2;62,8;2001;;
Developed;77,5;8;0;5,59;134,3547253;;2;62,3;2000;;
Developing;63;26;8;0,01;80,92679802;84;14;3,1;2014;;
Developing;62,7;28;8;0,01;8,88028118;8;62;29,4;2013;;
Developing;62,5;29;8;0,01;62,48419552;8;35;28,8;2012;;
Developing;62,2;212;8;0,01;79,27658464;75;234;28,1;2011;;
Developing;62;214;8;0,01;8,353074798;64;1292;27,4;2010;;
Developing;61,7;215;8;0,01;11,14504291;64;322;26,8;2009;;
Developing;61,4;217;8;0,02;61,76263795;74;4;26,1;2008;;
Developing;61,2;219;8;0,02;7,35400072;74;11;25,5;2007;;
Developing;69;221;8;0,01;55,79836969;68;22;24,8;2006;;
Developing;66;223;8;0,01;55,12187071;42;127;24,2;2005;;
Developing;64;224;8;0,01;5,00378288;;5039;23,6;2004;;
Developing;63;226;8;0,01;29,65370899;;3611;22,9;2003;;
Developing;62;228;7;0,02;4,113190741;;883;22,3;2002;;
Developing;61;229;7;0,01;28,782245;;1398;21,7;2001;;
Developing;60;23;7;0,03;8,594570232;;0;21,1;2000;;
Developing;74,2;148;0;0,01;115,2784282;97;0;32,8;2014;;
Developing;74,1;147;0;0,01;917,467628;98;0;32,3;2013;;
Developing;73,9;154;0;0,01;915,1859205;98;0;31,8;2012;;
Developing;73,6;158;0;3,03;918,807245;98;2;31,3;2011;;
Developing;73,3;163;0;2,95;0,108055973;99;12;3,7;2010;;
Developing;72,8;166;0;2,83;624,2361828;99;15;3,2;2009;;
Developing;72,7;166;0;2,49;6,6489825;99;12;29,7;2008;;
Developing;72,9;161;0;3,24;582,5143743;97;13;29,1;2007;;
Developing;71,8;165;0;3,73;502,3844946;97;3;28,6;2006;;
Developing;72,1;168;0;3,94;479,9234077;97;7;28;2005;;
Developing;71,9;168;0;4,16;509,3899943;98;28;27,5;2004;;
Developing;71,5;174;0;4,08;407,779262;97;777;26,9;2003;;
Developing;71,5;179;0;4,14;369,6317105;88;0;26,4;2002;;
Developing;71,5;177;0;4,38;70,15536981;92;0;25,8;2001;;
Developing;71;177;0;4,6;336,3213326;88;0;25,3;2000;;
Developing;76,6;122;31;5,26;168,173753;84;3;62,8;2014;;
Developing;76,6;12;32;5,23;150,408875;82;0;62,1;2013;;
Developing;76,3;123;33;5,29;112,696486;99;0;61,5;2012;;
Developing;76,1;124;34;5,3;1117,196097;98;3;6,8;2011;;
Developing;75,6;127;35;5,21;1033,039737;93;0;6,1;2010;;
Developing;75,7;13;36;5,27;881,7364327;95;0;59,4;2009;;
Developing;75,6;127;37;5,36;159,8772264;97;0;58,7;2008;;
Developing;76;123;38;5,35;105,7476131;98;0;57,9;2007;;
Developing;75,8;125;40;5,11;980,2537444;98;23;57,2;2006;;
Developing;75,3;126;42;4,93;998,3498049;98;6;56,4;2005;;
Developing;75,4;124;44;4,9;920,8284115;98;64;55,7;2004;;
Developing;75;127;46;4,88;781,2062828;98;44;54,9;2003;;
Developing;75;127;49;4,77;12,1859723;97;0;54,1;2002;;
Developing;75;126;52;4,86;13,31109532;97;3;53,2;2001;;
Developing;74,8;129;55;4,99;10,22840118;97;30;52,4;2000;;
Developing;69,4;164;0;1,58;0;81;140;68,7;2014;;
Developing;69,2;166;0;1,67;0;83;0;68,1;2013;;
Developing;69;168;0;2,98;0;82;0;67,5;2012;;
Developing;68,9;169;0;1,89;0;83;0;67;2011;;
Developing;68,7;171;0;1,76;0;88;0;66,4;2010;;
Developing;68,5;172;0;2,06;0;89;0;65,8;2009;;
Developing;68,4;174;0;1,97;0;89;0;65,2;2008;;
Developing;68,2;175;0;1,64;0;9;0;64,7;2007;;
Developing;68;176;0;1,73;0;84;0;64,1;2006;;
Developing;67,9;178;0;1,9;0;91;0;63,6;2005;;
Developing;67,7;179;0;2,02;0;8;0;63,2;2004;;
Developing;67,5;18;0;3,15;0;89;0;62,8;2003;;
Developing;66,2;21;0;2,78;0;85;0;62,4;2002;;
Developing;67,2;183;0;2,82;0;81;0;62;2001;;
Developing;67;185;0;2,23;0;87;0;61,5;2000;;
Developing;68,4;225;1;0,01;281,0023992;99;0;51,5;2014;;
Developing;68,1;227;1;0,01;241,1958645;98;0;5,4;2013;;
Developing;67,8;231;1;0,01;253,8285861;99;0;49,2;2012;;
Developing;67,3;235;1;0,01;257,8403154;99;0;48;2011;;
Developing;66,3;25;1;5,8;22,31624272;96;7;46,9;2010;;
Developing;66,9;235;1;4,61;134,1678932;97;8;45,9;2009;;
Developing;67,4;225;2;4,26;181,0123284;96;31;44,9;2008;;
Developing;65,9;26;2;3,79;126,698109;98;12;43,9;2007;;
Developing;65;271;2;2,91;122,1206485;98;26;43;2006;;
Developing;64,5;274;2;2,75;98,68367951;98;0;42,1;2005;;
Developing;64;284;2;1,75;73,24150483;98;0;41,3;2004;;
Developing;64;271;2;1,31;56,05686428;98;18;4,5;2003;;
Developing;63,8;263;2;2,43;55,60878216;98;1205;39,8;2002;;
Developing;63,2;266;2;2,87;61,84921903;95;10677;39,1;2001;;
Developing;62,8;274;2;2,79;56,431387;93;925;38,5;2000;;
Developing;75,9;17;0;0,01;726,0291764;87;0;61,3;2014;;
Developing;75,8;19;0;0,01;707,144691;9;0;6,7;2013;;
Developing;75,6;11;0;0,01;648,1331781;9;0;6,2;2012;;
Developing;75,4;113;0;6,56;666,7374371;91;5;59,7;2011;;
Developing;75,3;115;0;6,56;635,4849381;9;5;59,1;2010;;
Developing;75;117;0;6,45;489,6818699;87;0;58,5;2009;;
Developing;74,6;121;0;6,17;709,1311228;93;0;57,8;2008;;
Developing;74,2;125;0;4,98;678,5188944;9;0;57,2;2007;;
Developing;73,8;13;0;5,38;595,7306923;9;0;56,5;2006;;
Developing;73,5;134;0;0,01;57,12190146;;0;55;2004;;
Developing;73,5;134;0;0,01;495,0782963;;0;54,2;2003;;
Developing;73,4;136;0;0,01;36,48024032;;0;53,5;2002;;
Developing;73,3;136;0;0,01;33,66981355;;0;52,7;2001;;
Developing;73;144;0;0,01;274,5472605;;0;51,9;2000;;
